professor_name,query,response,status
Joy Arulraj,tell me about Joy Arulraj and their research areas,"Joy Arulraj specializes in data management and database systems. His research areas include Databases, Database Systems, Data Management, and Non-Volatile Memory Systems, exploring how new hardware technologies influence system design. He also conducts extensive research in Query Optimization, Performance Analysis and Tuning, Concurrency Control, System Debugging and Testing, and Index Structures. A significant portion of his current work involves Video Analytics and the application of Machine Learning for Systems, particularly in developing AI-relational data systems such as EVA. His primary research also covers large-scale data analytics, main memory systems, machine learning, and big code analytics, with a focus on developing advanced systems for efficiently querying video datasets by integrating techniques from data systems and machine learning.",SUCCESS
Judith Odili Uchidiuno,tell me about Judith Odili Uchidiuno and their research areas,"Judith Odili Uchidiuno is an Assistant Professor in the School of Interactive Computing at the Georgia Institute of Technology, where she directs the Play and Learn Lab. Her research focuses on designing culturally-informed computer science education technologies and expanding access to CS education for students from low-income and underserved communities, aiming to create sustainable and equitable learning opportunities through technological interventions.

Her research areas include:
*   Learning Sciences
*   Human-Computer Interaction (HCI)
*   Educational Technology
*   Artificial Intelligence in Education
*   Human-Robot Interaction
*   Accessibility
*   Design Research
*   Culturally Responsive Pedagogy
*   Mixed Methods Research

She also investigates motivation and engagement in online learning environments, especially for English Language Learners in MOOCs, and the design of learning technologies for diverse cultural and socioeconomic contexts. Additionally, her work explores the evolution of engagements and social bonds during child-parent co-design processes.",SUCCESS
Judy Hoffman,tell me about Judy Hoffman and their research areas,"Dr. Judy Hoffman is an Associate Professor at Georgia Tech whose primary research focuses on advancing Artificial Intelligence and Computer Vision. She specializes in Deep Learning, with a strong emphasis on methodological innovations in Domain Adaptation and Transfer Learning. Her research also extensively covers Representation Learning, Object Detection, Visual Recognition, Self-Supervised Learning, and Generative Adversarial Networks. Her work addresses challenges related to domain shift and dataset bias, aiming to enable AI systems to generalize effectively across diverse environments and tasks.",SUCCESS
Jun Xu,tell me about Jun Xu and their research areas,"Jun (Jim) Xu is a Professor in the School of Computer Science at the Georgia Institute of Technology. His primary research thrust is ""Network Algorithmics,"" which involves the science of designing high-speed Internet routers, firewalls, and measurement devices.

His research areas include:
*   Computer Networking
*   Network Algorithmics
*   Data Streaming Algorithms
*   Performance Evaluation
*   Network Security
*   Network Performance Analysis
*   Distributed Systems
*   Algorithms and Data Structures
*   Traffic Engineering
*   Peer-to-Peer Networks
*   Network Measurement
*   Information Theory
*   Principled network troubleshooting
*   Worst-case large deviation for network algorithmics",SUCCESS
KARTIK GOYAL,tell me about KARTIK GOYAL and their research areas,"Dr. Kartik Goyal specializes in research at the intersection of Machine Learning and Natural Language Processing. His expertise covers Artificial Intelligence, Computational Linguistics, Information Retrieval, and developing interpretable and controllable probabilistic models of latent structure in data. He is also actively involved in Privacy-Preserving Machine Learning, focusing on the vulnerabilities of models like Masked Language Models. Furthermore, his research extends to interdisciplinary fields such as Digital Humanities and Cultural Analytics, including computational history and the analysis of early modern printing.",SUCCESS
Kai Wang,tell me about Kai Wang and their research areas,"Kai Wang is an Assistant Professor in the School of Computational Science and Engineering (CSE) at the Georgia Institute of Technology, having joined in Spring 2024.

His primary research focuses on developing solutions using artificial intelligence, machine learning, optimization, and multi-agent systems to achieve significant social impact. He addresses challenges in health, public health, and environmental sustainability by deploying AI algorithms designed to generate real-world benefits.

Dr. Wang's key research areas include:
*   **Decision-Focused Learning (DFL)**
*   **Reinforcement Learning**
*   **Optimization**
*   **Multi-Agent Systems**
*   **Game Theory**
*   **Online Learning**
*   **Operations Research**
*   **Applied Mathematics** (particularly in security games and sequential decision problems)

He applies these techniques to real-world problems such as maternal and child health, wildlife conservation, and network security.",SUCCESS
Keith Adkins,tell me about Keith Adkins and their research areas,"Keith L. Adkins is a Research Associate I in the College of Computing at the Georgia Institute of Technology, affiliated with the Online Master of Science Computer Science (OMSCS) program. He also serves as the Director of Academic Integrity at Georgia Tech.

His primary research focuses on addressing academic integrity challenges in online learning environments, particularly within large computer science classes, and developing solutions for effective plagiarism detection and prevention.

His key areas of expertise include:
*   Wireless Communications
*   Telecommunications Engineering
*   Signal Processing
*   Computer Science Education
*   Academic Integrity
*   Plagiarism Detection
*   Educational Technology
*   Software Engineering Education
*   Online Learning
*   Information Security",SUCCESS
Ketan Bhardwaj,tell me about Ketan Bhardwaj and their research areas,ERROR: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,ERROR
Kexin Rong,tell me about Kexin Rong and their research areas,"Kexin Rong is an Assistant Professor in the School of Computer Science at Georgia Institute of Technology. Her primary research focuses on building innovative systems and algorithms to democratize data science, making complex data insights accessible and manageable for non-experts.

Her research areas include:
*   Data Management
*   Data Systems
*   Big Data Analytics
*   Machine Learning
*   Database Systems
*   Data Mining
*   Information Retrieval
*   Computer Systems
*   Artificial Intelligence
*   Human-Computer Interaction
*   Signal Processing

She is particularly interested in synthesizing techniques from data management, machine learning, and human-computer interaction to create robust tools and systems for managing and interpreting massive datasets. A significant portion of her research addresses the challenges of processing fast data streams, scaling data-driven scientific applications, and optimizing machine learning pipelines.",SUCCESS
Kim  Luong MacLeod,tell me about Kim  Luong MacLeod and their research areas,"Kim Luong MacLeod specializes in a diverse array of research fields, including Criminology, Cybersecurity, Law, Sociology, Public Policy, Forensic Science, Information Science, Risk Management, Consumer Protection, and Ethics. Her primary research focuses on the societal, legal, and ethical dimensions of identity theft, specifically examining criminal record identity theft versus financial identity theft. Her work emphasizes understanding all realms of identity theft, protections, rights, and options for victims.",SUCCESS
Kristine Nagel,tell me about Kristine Nagel and their research areas,"Dr. Kristine Nagel specializes in a diverse array of interconnected research areas, bridging human-centered computing with educational innovation, focusing on issues of diversity and inclusion in STEM.

Her research areas include:
*   Electrical and Computer Engineering
*   Human-Computer Interaction (HCI)
*   Educational Technology
*   Computer-Supported Cooperative Work
*   Ubiquitous Computing
*   Software Engineering (particularly as they apply to human communication and collaborative learning environments)
*   Computing Diversity
*   Diversity and Inclusion in STEM
*   Information Systems
*   Human Communication
*   Artificial Intelligence (Activity Recognition)
*   Learning Sciences

Her work often involves the design and evaluation of context-aware technologies and collaborative pedagogical tools, utilizing strategies like programming boot camps and service-learning to enhance student engagement and retention in computing fields.",SUCCESS
Kuldeep S. Meel,tell me about Kuldeep S. Meel and their research areas,ERROR: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,ERROR
KwangHo Park,tell me about KwangHo Park and their research areas,ERROR: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,ERROR
Larry Heck,tell me about Larry Heck and their research areas,"Larry Heck is a Professor at the Georgia Institute of Technology, holding the Rhesa Screven Farmer, Jr., Advanced Computing Concepts Chair and serving as a Georgia Research Alliance Eminent Scholar. He has a joint appointment across the School of Electrical and Computer Engineering and the School of Interactive Computing. Additionally, he is the Co-Executive Director of the Machine Learning Center and Executive Director of the AI Hub at Georgia Tech.

His research areas include:
*   Conversational AI
*   Dialogue Systems
*   Multimodal Large Language Models (LLMs)
*   Speech Technology
*   Spoken Language Understanding
*   Natural Language Processing
*   Machine Learning
*   Deep Learning
*   Speaker Recognition
*   Multimodal Interaction
*   Information Retrieval

At Georgia Tech's AI Virtual Assistant (AVA) Lab, his primary research focuses on developing next-generation virtual digital assistants and advancing Conversational AI with LLMs. This involves exploring LLM response generation, enhancing natural language and speech processing to create autonomous digital humans, and developing human-computer interaction designs for virtual assistants in various interaction types (single, multimodal, and situated interactions in mixed reality environments). He also researches task-oriented conversations, open-domain chit-chat, and knowledge-driven interactions to improve the accuracy, trustworthiness, and efficiency of conversational systems.",SUCCESS
Lien Diaz,tell me about Lien Diaz and their research areas,"Lien Diaz specializes in a diverse range of research areas, including Equity in CS Education, Broadening Participation in Computing, Coaching Inclusive Pedagogy, Curriculum Development for AP Computer Science courses, and Social Justice in Education. Her work also focuses on developing Instructional Coaching models and policies for K-12 and Higher Education, aiming to dismantle systemic barriers to equitable computing access. A significant portion of her research addresses the impact of systemic school structures, educator preparation, and curriculum in creating inclusive learning spaces for all students.",SUCCESS
Ling Liu,tell me about Ling Liu and their research areas,"Dr. Ling Liu, a Professor in the School of Computer Science at Georgia Institute of Technology, leads the Distributed Data Intensive Systems Lab (DiSL). Her research primarily focuses on issues of performance, availability, security, privacy, and trust within big data systems, cloud computing, and diverse distributed computing environments.

Her research areas include:
*   Distributed Computing Systems
*   Database Systems
*   Privacy-Security-Trust
*   Cloud Computing
*   Big Data Systems/Data Analytics
*   Privacy-Preserving Technologies
*   Security Engineering
*   Machine Learning Security
*   Data Mining
*   Mobile Computing
*   Information Systems
*   Network Security

Her research group also actively explores topics such as:
*   Decentralized and social computing
*   Mobile and location-based services
*   Sensor networks
*   Event stream processing
*   Service-oriented computing and architectures

More recently, her work has delved into advanced areas like:
*   Blockchain security
*   Federated learning privacy
*   Adversarial attacks in machine learning systems",SUCCESS
Lynn Dombrowski,tell me about Lynn Dombrowski and their research areas,ERROR: 429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.,ERROR
M. Mahdi Roozbahani,tell me about M. Mahdi Roozbahani and their research areas,"M. Mahdi Roozbahani specializes in Machine Learning, Modeling and Simulation, and Data Science. His research extensively covers Computational Mechanics, particularly focusing on Granular Materials, Geotechnical Engineering, and Soil Mechanics, where he investigates particle packing, pore structures, and material behavior. Additionally, his interests include Civil Engineering, Urban Planning, network analysis, and Artificial Intelligence Education.",SUCCESS
Mahender Mandala,tell me about Mahender Mandala and their research areas,"Mahender Mandala is a Research Scientist I in the School of Interactive Computing at the Georgia Institute of Technology. His primary research focuses on the intersection of design, engineering, and education, with a strong emphasis on human-computer interaction (HCI) and assistive technologies.

His research areas include:
*   Human-Computer Interaction (HCI)
*   Assistive Technology
*   Rehabilitation Engineering
*   Inclusive Design
*   Engineering Design
*   Product Design
*   Design Education
*   Computer Science Education
*   Biomedical Engineering
*   Service Learning

He is dedicated to developing innovative solutions that promote inclusive design and enhance rehabilitation engineering, particularly for individuals with disabilities. His work also explores the application of technology to address real-world challenges, such as improving patient outcomes in healthcare settings and fostering equitable learning opportunities in STEM education.",SUCCESS
Mark Borodovsky,tell me about Mark Borodovsky and their research areas,"Mark Borodovsky is a Regents' Professor in the Joint Wallace H. Coulter Department of Biomedical Engineering at Georgia Institute of Technology and Emory University, and also serves as the Director of the Center for Bioinformatics and Computational Genomics at Georgia Tech. He founded Georgia Tech's graduate Program in Bioinformatics (M.Sc. and Ph.D.).

His primary research focuses on developing machine learning algorithms for the computational analysis of biological sequences, including DNA, RNA, and proteins. A significant aspect of his work involves predicting protein-coding genes and regulatory sites within genomic DNA, employing probabilistic models.

Dr. Borodovsky specializes in a wide array of research areas within bioinformatics and computational biology, including:
*   Genomics
*   Computational Biology
*   Bioinformatics software development for gene prediction and genome annotation
*   Microbial Genomics
*   Evolutionary Biology
*   Statistical Modeling in Biology

He has made substantial contributions through influential computational tools, such as the GeneMark program, which utilizes inhomogeneous Markov chain models for modeling protein-coding regions and was crucial in annotating early completely sequenced genomes like *Haemophilus influenzae* and *Methanococcus jannaschii*. His group also developed the BRAKER pipeline for accurate and automated eukaryotic genome annotation, integrating RNA-seq and protein evidence. These methods are widely used globally.",SUCCESS
Mark Riedl,tell me about Mark Riedl and their research areas,"Mark Riedl is a Professor in the College of Computing, specifically in the School of Interactive Computing at the Georgia Institute of Technology. He is also the Director of the Entertainment Intelligence Lab and the Associate Director of the Georgia Tech Machine Learning Center.

His primary research focuses on human-centered artificial intelligence, developing AI and machine learning technologies that can understand and interact with human users more naturally. His work explores the intersection of AI, virtual worlds, and storytelling to create engaging and intelligent computational systems.

Dr. Riedl specializes in a comprehensive range of research areas, including:
*   Artificial Intelligence (AI)
*   Machine Learning (ML)
*   Human-Computer Interaction (HCI)
*   Storytelling Technologies
*   Computational Narrative (including automated story generation and interactive narrative systems)
*   Explainable AI (XAI)
*   Safe AI
*   Intelligent Agents
*   Natural Language Processing (NLP)
*   Game Design and Development
*   Computational Creativity
*   Sociotechnical Systems",SUCCESS
Matthew Gombolay,tell me about Matthew Gombolay and their research areas,"Matthew Gombolay is an Associate Professor of Interactive Computing at the Georgia Institute of Technology and the Director and Founder of the Cognitive Optimization and Relational (CORE) Robotics Laboratory. His primary research focuses on democratizing robotic technology by enabling robots to learn from diverse human demonstrations, understanding and supporting human partners through explainable AI, and effectively coordinating in human-robot teams.

His key areas of specialization include:
*   Human-Robot Interaction (HRI)
*   Explainable Artificial Intelligence (XAI)
*   Multi-Agent Reinforcement Learning (MARL)

He also conducts extensive research in:
*   Robotics
*   Machine Learning (ML)
*   Artificial Intelligence (AI)
*   Multi-Agent Systems
*   Reinforcement Learning
*   Intelligent Systems
*   Computer Vision
*   Operations Research

More recently, his work has expanded into:
*   Deep reinforcement learning
*   Graph neural networks (GNNs)
*   Natural language processing (NLP)

His work aims to realize the potential of robots in critical domains such as autonomous vehicles, healthcare, manufacturing, and national security.",SUCCESS
Melody Moore Jackson,tell me about Melody Moore Jackson and their research areas,"Dr. Melody Moore Jackson is an Associate Professor in the College of Computing at the Georgia Institute of Technology. She directs both the Georgia Tech BrainLab and the Georgia Tech Animal-Centered Computing Lab.

Her primary research areas include:
*   **Brain-Computer Interfaces (BCI)** and **Neurotechnology**: This involves developing non-muscular communication and control channels for individuals with ""locked-in syndrome"" and exploring ways to restore movement to paralyzed limbs. She contributed to the first team to implant a human with a chronic recording electrode in 1998. Her work also covers continuous control paradigms for direct brain interfaces and methods to predict and assess control of BCIs.
*   **Animal-Computer Interaction (ACI)**: This area focuses on creating sophisticated communication and monitoring tools for working animals. Notable projects include the FIDO (Facilitating Interactions for Dogs with Occupations) project, which developed wearable communication interfaces for working dogs, and research into canine suitability assessment using sensor-based methods to predict success in service dog training programs. Her lab also works on canine-centered computing, touchscreen interfaces for dogs, wearable sensors for canine nosework, and communication systems based on head gestures for dogs.
*   **Human-Computer Interaction (HCI)**: This broadly covers the intersection of human and computer interaction, often applied to assistive technologies.
*   **Assistive Technology**: Developing technologies to enhance the capabilities and improve the lives of individuals with severe motor disabilities and working animals.
*   **Wearable Computing**: Designing and implementing wearable technologies for both humans and animals, such as communication interfaces for working dogs and activity trackers for pets.
*   **Biomedical Engineering**: Applying engineering principles to biological and medical problems within her research.
*   **Applied Machine Learning** and **Sensor Networks**: Utilizing these techniques to develop novel solutions in her fields of research, including for canine suitability assessment and monitoring canine activities.",SUCCESS
Michael A. Specter,tell me about Michael A. Specter and their research areas,"Michael A. Specter's research areas include Computer Security, Cryptography, and Public Policy. He specializes in Vulnerability Discovery, System Security, Applied Cryptography, Election Security, and Privacy-Preserving Technologies. His work also covers Mobile Security, Vulnerability Analysis, Network Security, and Software Engineering. Additionally, he investigates societal implications of technology such as surveillance, cryptographic accountability, content moderation, misinformation, and election security.",SUCCESS
Michael Donald Bailey,tell me about Michael Donald Bailey and their research areas,"Michael Donald Bailey specializes in a diverse range of research areas within computing systems. His key areas include Software Systems, Computer Security and Privacy, and Network Security. He also conducts extensive work in Systems and Network Measurement, Distributed Systems, and Malware Analysis and Defense. Additionally, his research encompasses topics such as Internet Architecture and Protocols, Cloud Computing Security, Usable Security and Privacy, Cryptography and Applied Cryptography, and Software Engineering. His primary research also focuses on exploring the security, performance, and availability properties of complex distributed computing systems.",SUCCESS
Milos Prvulovic,tell me about Milos Prvulovic and their research areas,"Milos Prvulovic is a Professor in the School of Computer Science at Georgia Tech. His primary research focuses on developing hardware and software support for program monitoring, debugging, and security, with the goal of making both hardware and software more reliable and secure.

His research areas include:
*   Computer Architecture
*   Computer Security
*   Software Engineering
*   Side Channels
*   Hardware Security
*   Microarchitecture
*   Memory Systems
*   Embedded Systems Security
*   Information Leakage
*   Debugging and Testing

He particularly investigates side-channel emanations and attacks, exploring both their malicious exploitation and beneficial uses for purposes like program monitoring, profiling, and detecting malware or malicious hardware. His architectural interests also involve hardware support for secure execution and enhancements for multi-core performance, such as synchronization and transactional execution.",SUCCESS
Moinuddin Qureshi,tell me about Moinuddin Qureshi and their research areas,"Moinuddin Qureshi is a Professor in the School of Computer Science at the Georgia Institute of Technology, where he also leads the Memory Systems Lab. His primary research focuses on advancing computer architecture, memory systems, hardware security, and quantum computing. His work aims to improve the performance, efficiency, and reliability of computing systems from traditional processors to emerging quantum devices.

His specialized research areas include:
*   Computer Architecture
*   Memory Systems (including Non-Volatile Memory Technologies and advanced cache designs)
*   Hardware Security (addressing vulnerabilities through innovative architectural frameworks)
*   Quantum Computing (focusing on architectural challenges, error mitigation, and performance optimization for Noisy Intermediate-Scale Quantum (NISQ) computers)
*   Computer Systems Design
*   Computer Performance Analysis
*   Cryptography
*   Machine Learning Security
*   Parallel and Distributed Systems",SUCCESS
Mostafa Ammar,tell me about Mostafa Ammar and their research areas,"Mostafa Ammar's research areas include Networking, Networked Services, Wireless and Mobile Networks, Multicast, Multimedia Communication, Computer Networks, Network Protocols, Network Virtualization, Distributed Systems, Peer-to-Peer Networks, Network Security, Network Simulation, and Cloud Computing, including its mobile and edge manifestations.",SUCCESS
Munmun De Choudhury,tell me about Munmun De Choudhury and their research areas,"Munmun De Choudhury specializes in Computational Social Science, Social Computing, Mental Health Informatics, and Digital Psychiatry. Her expertise also includes Natural Language Processing, Health Informatics, Machine Learning, Data Mining, Social Network Analysis, and Human-Computer Interaction. Her research is interdisciplinary, combining insights from psychology, sociology, medicine, and public health with computational methods.",SUCCESS
Mustaque Ahamad,tell me about Mustaque Ahamad and their research areas,"Mustaque Ahamad is a Professor in the School of Computer Science within the College of Computing at the Georgia Institute of Technology. He also serves as the Associate Director of Education & Outreach for the Institute for Information Security & Privacy (IISP) and, since August 16, 2025, as the Interim Chair for the School of Cybersecurity and Privacy.

His primary research areas include cybersecurity, distributed and dependable systems, converged communications security, and the security of healthcare systems.

Dr. Ahamad specializes in:
*   Cybersecurity
*   Distributed Systems
*   Operating Systems
*   Data Replication
*   Consistency Models
*   Access Control
*   Network Security
*   Information Visualization
*   Malware Analysis
*   Telephony Security

He also explores the security of future applications, including those involving converged communication networks and healthcare systems, often using a data-driven approach to combat cross-channel threats.",SUCCESS
Nabil Imam,tell me about Nabil Imam and their research areas,"Nabil Imam's primary research focuses on machine learning and theoretical neuroscience, aiming to understand neural coding and computation and their technological applications. His work also explores the intersection of neuroscience and artificial intelligence, modeling biological computation using tools from probability theory and control systems.

His specialized research areas include:
*   Machine Learning
*   Systems Neuroscience
*   Neuromorphic Engineering
*   VLSI Circuit Design
*   Asynchronous Circuit Design
*   Computer Architecture, particularly for brain-inspired computing systems
*   Robotics
*   Computer Vision
*   Computational Neuroscience
*   Artificial Intelligence
*   Neural coding and computation, specifically how neural activity spikes underpin complex neural functions and their implementation in field-deployable neuromorphic chips
*   Olfactory circuits
*   Online learning within neuromorphic systems",SUCCESS
Naveena Karusala,tell me about Naveena Karusala and their research areas,"Naveena Karusala specializes in research at the intersection of computing and social justice. Her expertise includes Human-Computer Interaction (HCI), Health informatics, Human-Centered AI, and the Future of Work. She critically examines issues through the lenses of Feminist HCI, Intersectionality in Computing, and Digital Inclusion and Equity, particularly in Global South contexts. Her methodological approach frequently involves qualitative research methods and participatory design. Her primary research focuses on centering care work in the design of Artificial Intelligence (AI) technologies for sustainable futures of work, especially in healthcare and social services.",SUCCESS
Neha Kumar,tell me about Neha Kumar and their research areas,"Neha Kumar specializes in a diverse array of research areas at the intersection of computing and global development. Her expertise includes Human-Computer Interaction (HCI), Health, HCI for Development, Digital Health, Global Health, and Feminist HCI. She also focuses on Technology and Society, Mobile Computing, Assistive Technologies, Computer-Supported Cooperative Work (CSCW), and Cultural Computing. Her work frequently investigates mental health in the Global South and the implications of AI for social good, particularly in frontline health.",SUCCESS
Nicholas Lytle,tell me about Nicholas Lytle and their research areas,"Nicholas Lytle specializes in Computer Science Education, Computational Thinking, and Intelligent Tutoring Systems. His research also encompasses Programming Education, Educational Technology, Human-Computer Interaction, Curriculum Design, Pedagogy, Data-Driven Education, and K-12 Education. His work primarily focuses on making computing education more effective and universally accessible through designing and evaluating pedagogical approaches and educational technologies.",SUCCESS
Nimisha Roy,tell me about Nimisha Roy and their research areas,"Nimisha Roy is a Lecturer in the School of Computing Instruction (SCI) within the College of Computing at the Georgia Institute of Technology, and also an instructor in Georgia Tech's Online Master of Science in Analytics (OMSA) program.

Her primary research areas include:
*   **AI-Powered Computing Education**: focusing on the role of AI in computing education, generative AI, sustainable computing practices, and AI-powered pedagogical innovation to enhance teaching and learning experiences.
*   **Scientific Computing**
*   **Intelligent Geotechnics**
*   **Civil Engineering**: encompassing Porous Media, Geotechnical Engineering, Soil Mechanics, and Computational Mechanics, with a strong emphasis on digital image processing and 3D characterization of particulate systems.
*   **Computer Science Education**: incorporating Artificial Intelligence, Machine Learning, and Data Science to address real-world challenges such as infrastructure resilience, landslide susceptibility mapping, and disaster damage assessment.",SUCCESS
Oliver Brdiczka,tell me about Oliver Brdiczka and their research areas,"Oliver Brdiczka's primary research focuses on designing and building AI systems that understand and respond to human behavior, leveraging data from various sensors and deployments. He specializes in:

*   **Contextual AI**
*   **Context-Aware Computing**
*   **Machine Learning**
*   **Intelligent User Interfaces**
*   **Human-Computer Interaction**
*   **Artificial Intelligence**
*   **Behavioral Analytics**

He has also made significant contributions to:

*   **Information Security** (with a focus on cyber-security, insider threat)
*   **Ubiquitous Computing**
*   **Recommender Systems**
*   **Natural Language Processing** (with a focus on text mining)
*   **Social Network Analysis**",SUCCESS
Paul Pearce,tell me about Paul Pearce and their research areas,"Paul Pearce specializes in a comprehensive range of research areas within computer security, including Cyber-Crime, Censorship, and Internet Measurement. His expertise extends to Cybersecurity, Network Security, Computer Forensics, and Malware Analysis. He also conducts significant research in Online Privacy, Network Censorship, Distributed Systems, Data Mining, and Network Protocols. More broadly, his research interests encompass Systems and Software Security, Threat Intelligence, and Security Analytics, reflecting a dedication to understanding and mitigating sophisticated online threats. His work spans critical areas such as cybercrime, censorship, and advanced persistent threats (APTs).",SUCCESS
Pedro Guillermo Feijóo-García,tell me about Pedro Guillermo Feijóo-García and their research areas,"Pedro Guillermo Feijóo-García specializes in a diverse range of research areas, including Human-Centered Computing, Virtual Humans, Computer Science Education (CS Ed), and Human-Computer Interaction (HCI). His work extensively covers Educational Technology, focusing on programming education, data structures, and the application of Artificial Intelligence in Education. He also explores Virtual Reality and Mixed Reality, particularly in participatory design for neurodiverse users, and investigates critical social issues within computing education such as the impostor phenomenon and academic dishonesty.

His primary research focuses on the intersection of CS Ed and human-centered AI, particularly how users perceive and interact with virtual humans to support student success and well-being in computing-related majors. He also investigates the role of hidden curricula in CS education and designs interactive interfaces to promote programming learning in both pre-college and higher education contexts.",SUCCESS
Peng Chen,tell me about Peng Chen and their research areas,"Peng Chen is a tenure-track Assistant Professor in the School of Computational Science and Engineering at Georgia Institute of Technology. His research primarily focuses on developing fast, scalable, and parallel computational methods for integrating data and models under high-dimensional uncertainty.

His research areas include:
*   Computational mathematics
*   Data science
*   Scientific machine learning
*   Uncertainty Quantification (UQ)
*   Bayesian Inference
*   Model Order Reduction (MOR)
*   Stochastic optimization
*   Bayesian Optimal Experimental Design (BOED)
*   Numerical analysis of Partial Differential Equations (PDEs)
*   High-Dimensional Approximation

Dr. Chen innovates by developing methods such as reduced basis techniques, sparse grid approximations, and advanced neural surrogates like derivative-informed neural operators to enhance computational accuracy and efficiency for complex systems. His work is applied to challenges in materials science, energy, health, and natural hazard prediction.",SUCCESS
Peter A. Freeman,tell me about Peter A. Freeman and their research areas,"Peter A. Freeman's primary research and professional focus areas include software engineering, science policy, and artificial intelligence.

His work also deeply explores Requirements Engineering, Software Design, Software Reusability, Software Maintenance, Computer Science Education, Bioinformatics, and Systems Engineering. He has dedicated attention to the creation and analysis of software systems, methods for classifying software for reusability, validating requirements through viewpoint resolution, and modeling functional reasoning in design. Additionally, he researches the supply of information technology workers and the fundamental elements of software engineering education.

Broader interests encompass university strategy and management, the future of the internet, and the history and future of computing.",SUCCESS
Peter Swire,tell me about Peter Swire and their research areas,"Peter Swire's research areas include Privacy Law, Cybersecurity Law, and Data Protection Law, often with an international focus. His expertise also covers Internet Law, International Law, Law and Economics, and Regulatory Compliance.

He has investigated topics such as:
*   Data brokering
*   Electronic surveillance
*   Computer security
*   Challenges of data nationalism
*   Government access to data for law enforcement and national security
*   Reconciliation of data protection with emerging AI technologies under EU law
*   Implications of data portability.

Additional research interests include Environmental Law, Antitrust Law, and Financial Regulation.",SUCCESS
Qi Tang,tell me about Qi Tang and their research areas,"Qi Tang's research spans a wide array of fields at the intersection of applied mathematics, physics, and computing. His key areas of expertise include High Performance Computing, Applied Mathematics, Plasma Physics, and Scientific Machine Learning.

He also conducts extensive work in:
*   Computational Physics
*   Numerical Analysis
*   Scientific Computing
*   Dynamical Systems
*   Magnetohydrodynamics
*   Fluid Dynamics

Furthermore, his research encompasses fusion simulations, scalable numerical algorithms, multi-physics and multi-scale problems, and the development of AI/ML and data science solutions for scientific challenges. His primary research focuses on applying modern computational tools to advance physics applications, particularly in fusion energy and plasma physics.",SUCCESS
Qirun Zhang,tell me about Qirun Zhang and their research areas,"Dr. Qirun Zhang is an Assistant Professor in the School of Computer Science at the Georgia Institute of Technology, where his primary research focuses on programming languages and software engineering to enhance software reliability and security.

His research areas include:
*   Program Analysis
*   Compiler Verification and Testing
*   Static Analysis
*   Software Testing and Debugging
*   Type Inference
*   Program Debloating
*   Algorithm Design and Analysis
*   Dataflow Analysis
*   Pointer Analysis
*   Formal Methods

He examines challenges in program analysis and compiler optimization using perspectives from computational complexity, analytic combinatorics, graph theory, and formal languages.",SUCCESS
Raphael Pestourie,tell me about Raphael Pestourie and their research areas,"Raphael Pestourie is an Assistant Professor in Scientific Machine Learning at the School of Computational Science and Engineering, Georgia Tech, since 2023. His primary research focuses on extending accurate models for the optimization of engineering solutions by developing fast approximate Partial Differential Equation (PDE) models and innovative scientific machine learning techniques.

His research areas include:
*   Scientific Machine Learning
*   Large-scale Optimization
*   Numerical Methods for PDEs
*   Inverse Design in various optical fields, such as Optical Metasurfaces, Nanophotonics, and Meta-optics
*   Computational Imaging
*   Topology Optimization
*   Physics-Informed Neural Networks
*   Creating hybrid models that combine theoretical understanding with data-driven insights
*   End-to-end optimization for electromagnetic design",SUCCESS
Rebecca E. Grinter,tell me about Rebecca E. Grinter and their research areas,"Rebecca E. Grinter is a Professor of Interactive Computing and Associate Dean for Faculty Development in the College of Computing at the Georgia Institute of Technology. Her primary research focuses on enhancing the computing experience by deeply understanding human interaction in the design, development, and use of various technologies. She employs empirical and qualitative methods to bridge the gap between human needs and technological capabilities.

Her research areas include:
*   Human-Computer Interaction (HCI)
*   Computer Supported Cooperative Work (CSCW)
*   Ubiquitous Computing
*   Information Visualization
*   Human-Robot Interaction
*   Domestic Technology
*   Mobile Computing
*   Software Engineering
*   Security and Privacy
*   Social Computing

She also investigates critical aspects of global software development, examining the impact of geographical distance on coordination and efficiency, and understanding how people manage security in their daily lives, including the societal implications of technology adoption among diverse user groups.",SUCCESS
Richard DeMillo,tell me about Richard DeMillo and their research areas,"Richard DeMillo's research areas encompass a diverse range of topics within computing and its societal impact. His primary focus is on the intersection of fundamental problems in digital technology and their public implications.

His key research areas include:
*   **Cybersecurity**: This involves computer security, cryptographic protocols, and election and voting system security, where his expertise has been cited in legal cases.
*   **Software Engineering**: He specializes in software testing, program analysis and debugging, and formal methods and program verification. He co-developed program mutation for software testing.
*   **Mathematics**: His work delves into the theoretical foundations of computer science and applied mathematics.
*   **Higher Education Reform**: He explores educational technology and reform, having authored influential books on the subject and founded Georgia Tech's Center for 21st Century Universities.",SUCCESS
